num_sylls,combo_no,syll_no,note_vals,add_length,bar_start,bar_end
7,7-1036,6,1,.,"",""
7,7-1036,7,1,.,"",|
7,7-1056,1,1.5,..,|#,""
7,7-1056,2,0.5,"","",|
7,7-1056,3,0.5,"","",""
7,7-1056,4,0.5,"","",""
7,7-1056,5,1,.,"",|
7,7-1056,6,1,.,"",""
7,7-1056,7,1,.,"",|
7,7-1058,1,1,.,|#,""
7,7-1058,2,1,.,"",|
7,7-1058,3,0.5,"","",""
7,7-1058,4,0.5,"","",""
7,7-1058,5,1,.,"",|
7,7-1058,6,1,.,"",""
7,7-1058,7,1,.,"",|
7,7-1060,1,0.5,"",|#,""
7,7-1060,2,1.5,..,"",|
7,7-1060,3,0.5,"","",""
7,7-1060,4,0.5,"","",""
7,7-1060,5,1,.,"",|
7,7-1060,6,1,.,"",""
7,7-1060,7,1,.,"",|
7,7-1082,1,1,.,|#,""
7,7-1082,2,0.5,"","",""
7,7-1082,3,0.5,"","",|
7,7-1082,4,1,.,"",""
7,7-1082,5,1,.,"",|
7,7-1082,6,1,.,"",""
7,7-1082,7,1,.,"",|
7,7-1084,1,0.5,"",|#,""
7,7-1084,2,1,.,"",""
7,7-1084,3,0.5,"","",|
7,7-1084,4,1,.,"",""
7,7-1084,5,1,.,"",|
7,7-1084,6,1,.,"",""
7,7-1084,7,1,.,"",|
7,7-1090,1,0.5,"",|#,""
7,7-1090,2,0.5,"","",""
7,7-1090,3,1,.,"",|
7,7-1090,4,1,.,"",""
7,7-1090,5,1,.,"",|
7,7-1090,6,1,.,"",""
7,7-1090,7,1,.,"",|
7,7-1136,1,1,.,|#,""
7,7-1136,2,0.5,"","",""
7,7-1136,3,0.5,"","",|
7,7-1136,4,0.5,"","",""
7,7-1136,5,1.5,..,"",|
7,7-1136,6,1,.,"",""
7,7-1136,7,1,.,"",|
7,7-1138,1,0.5,"",|#,""
7,7-1138,2,1,.,"",""
7,7-1138,3,0.5,"","",|
7,7-1138,4,0.5,"","",""
7,7-1138,5,1.5,..,"",|
7,7-1138,6,1,.,"",""
7,7-1138,7,1,.,"",|
7,7-1144,1,0.5,"",|#,""
7,7-1144,2,0.5,"","",""
7,7-1144,3,1,.,"",|
7,7-1144,4,0.5,"","",""
7,7-1144,5,1.5,..,"",|
7,7-1144,6,1,.,"",""
7,7-1144,7,1,.,"",|
7,7-1470,1,1.5,..,|#,""
7,7-1470,2,0.5,"","",|
7,7-1470,3,1,.,"",""
7,7-1470,4,0.5,"","",""
7,7-1470,5,0.5,"","",|
7,7-1470,6,0.5,"","",""
7,7-1470,7,1.5,..,"",|
7,7-1472,1,1,.,|#,""
7,7-1472,2,1,.,"",|
7,7-1472,3,1,.,"",""
7,7-1472,4,0.5,"","",""
7,7-1472,5,0.5,"","",|
7,7-1472,6,0.5,"","",""
7,7-1472,7,1.5,..,"",|
7,7-1474,1,0.5,"",|#,""
7,7-1474,2,1.5,..,"",|
7,7-1474,3,1,.,"",""
7,7-1474,4,0.5,"","",""
7,7-1474,5,0.5,"","",|
7,7-1474,6,0.5,"","",""
7,7-1474,7,1.5,..,"",|
7,7-1488,1,1.5,..,|#,""
7,7-1488,2,0.5,"","",|
7,7-1488,3,0.5,"","",""
7,7-1488,4,1,.,"",""
7,7-1488,5,0.5,"","",|
7,7-1488,6,0.5,"","",""
7,7-1488,7,1.5,..,"",|
7,7-1490,1,1,.,|#,""
7,7-1490,2,1,.,"",|
7,7-1490,3,0.5,"","",""
7,7-1490,4,1,.,"",""
7,7-1490,5,0.5,"","",|
7,7-1490,6,0.5,"","",""
7,7-1490,7,1.5,..,"",|
7,7-1492,1,0.5,"",|#,""
7,7-1492,2,1.5,..,"",|
7,7-1492,3,0.5,"","",""
7,7-1492,4,1,.,"",""
7,7-1492,5,0.5,"","",|
7,7-1492,6,0.5,"","",""
7,7-1492,7,1.5,..,"",|
7,7-1514,1,1,.,|#,""
7,7-1514,2,0.5,"","",""
7,7-1514,3,0.5,"","",|
7,7-1514,4,1.5,..,"",""
7,7-1514,5,0.5,"","",|
7,7-1514,6,0.5,"","",""
7,7-1514,7,1.5,..,"",|
7,7-1516,1,0.5,"",|#,""
7,7-1516,2,1,.,"",""
7,7-1516,3,0.5,"","",|
7,7-1516,4,1.5,..,"",""
7,7-1516,5,0.5,"","",|
7,7-1516,6,0.5,"","",""
7,7-1516,7,1.5,..,"",|
7,7-1522,1,0.5,"",|#,""
7,7-1522,2,0.5,"","",""
7,7-1522,3,1,.,"",|
7,7-1522,4,1.5,..,"",""
7,7-1522,5,0.5,"","",|
7,7-1522,6,0.5,"","",""
7,7-1522,7,1.5,..,"",|
7,7-1542,1,1.5,..,|#,""
7,7-1542,2,0.5,"","",|
7,7-1542,3,0.5,"","",""
7,7-1542,4,0.5,"","",""
7,7-1542,5,1,.,"",|
7,7-1542,6,0.5,"","",""
7,7-1542,7,1.5,..,"",|
7,7-1544,1,1,.,|#,""
7,7-1544,2,1,.,"",|
7,7-1544,3,0.5,"","",""
7,7-1544,4,0.5,"","",""
7,7-1544,5,1,.,"",|
7,7-1544,6,0.5,"","",""
7,7-1544,7,1.5,..,"",|
7,7-1546,1,0.5,"",|#,""
7,7-1546,2,1.5,..,"",|
7,7-1546,3,0.5,"","",""
7,7-1546,4,0.5,"","",""
7,7-1546,5,1,.,"",|
7,7-1546,6,0.5,"","",""
7,7-1546,7,1.5,..,"",|
7,7-1568,1,1,.,|#,""
7,7-1568,2,0.5,"","",""
7,7-1568,3,0.5,"","",|
7,7-1568,4,1,.,"",""
7,7-1568,5,1,.,"",|
7,7-1568,6,0.5,"","",""
7,7-1568,7,1.5,..,"",|
7,7-1570,1,0.5,"",|#,""
7,7-1570,2,1,.,"",""
7,7-1570,3,0.5,"","",|
7,7-1570,4,1,.,"",""
7,7-1570,5,1,.,"",|
7,7-1570,6,0.5,"","",""
7,7-1570,7,1.5,..,"",|
7,7-1576,1,0.5,"",|#,""
7,7-1576,2,0.5,"","",""
7,7-1576,3,1,.,"",|
7,7-1576,4,1,.,"",""
7,7-1576,5,1,.,"",|
7,7-1576,6,0.5,"","",""
7,7-1576,7,1.5,..,"",|
7,7-1622,1,1,.,|#,""
7,7-1622,2,0.5,"","",""
7,7-1622,3,0.5,"","",|
7,7-1622,4,0.5,"","",""
7,7-1622,5,1.5,..,"",|
7,7-1622,6,0.5,"","",""
7,7-1622,7,1.5,..,"",|
7,7-1624,1,0.5,"",|#,""
7,7-1624,2,1,.,"",""
7,7-1624,3,0.5,"","",|
7,7-1624,4,0.5,"","",""
7,7-1624,5,1.5,..,"",|
7,7-1624,6,0.5,"","",""
7,7-1624,7,1.5,..,"",|
7,7-1630,1,0.5,"",|#,""
7,7-1630,2,0.5,"","",""
7,7-1630,3,1,.,"",|
7,7-1630,4,0.5,"","",""
7,7-1630,5,1.5,..,"",|
7,7-1630,6,0.5,"","",""
7,7-1630,7,1.5,..,"",|
8,8-1,1,0.5,"",|#,""
8,8-1,2,0.5,"","",""
8,8-1,3,0.5,"","",""
8,8-1,4,0.5,"","",|
8,8-1,5,0.5,"","",""
8,8-1,6,0.5,"","",""
8,8-1,7,0.5,"","",""
8,8-1,8,0.5,"","",|
8,8-21,1,1.5,..,|#,""
8,8-21,2,0.5,"","",|
8,8-21,3,1.5,..,"",""
8,8-21,4,0.5,"","",|
8,8-21,5,0.5,"","",""
8,8-21,6,0.5,"","",""
8,8-21,7,0.5,"","",""
8,8-21,8,0.5,"","",|
8,8-23,1,1,.,|#,""
8,8-23,2,1,.,"",|
8,8-23,3,1.5,..,"",""
8,8-23,4,0.5,"","",|
8,8-23,5,0.5,"","",""
8,8-23,6,0.5,"","",""
8,8-23,7,0.5,"","",""
8,8-23,8,0.5,"","",|
8,8-25,1,0.5,"",|#,""
8,8-25,2,1.5,..,"",|
8,8-25,3,1.5,..,"",""
8,8-25,4,0.5,"","",|
8,8-25,5,0.5,"","",""
8,8-25,6,0.5,"","",""
8,8-25,7,0.5,"","",""
8,8-25,8,0.5,"","",|
8,8-39,1,1.5,..,|#,""
8,8-39,2,0.5,"","",|
8,8-39,3,1,.,"",""
8,8-39,4,1,.,"",|
8,8-39,5,0.5,"","",""
8,8-39,6,0.5,"","",""
8,8-39,7,0.5,"","",""
8,8-39,8,0.5,"","",|
8,8-41,1,1,.,|#,""
8,8-41,2,1,.,"",|
8,8-41,3,1,.,"",""
8,8-41,4,1,.,"",|
8,8-41,5,0.5,"","",""
8,8-41,6,0.5,"","",""
8,8-41,7,0.5,"","",""
8,8-41,8,0.5,"","",|
8,8-43,1,0.5,"",|#,""
8,8-43,2,1.5,..,"",|
8,8-43,3,1,.,"",""
8,8-43,4,1,.,"",|
8,8-43,5,0.5,"","",""
8,8-43,6,0.5,"","",""
8,8-43,7,0.5,"","",""
8,8-43,8,0.5,"","",|
8,8-57,1,1.5,..,|#,""
8,8-57,2,0.5,"","",|
8,8-57,3,0.5,"","",""
8,8-57,4,1.5,..,"",|
8,8-57,5,0.5,"","",""
8,8-57,6,0.5,"","",""
8,8-57,7,0.5,"","",""
8,8-57,8,0.5,"","",|
8,8-59,1,1,.,|#,""
8,8-59,2,1,.,"",|
8,8-59,3,0.5,"","",""
8,8-59,4,1.5,..,"",|
8,8-59,5,0.5,"","",""
8,8-59,6,0.5,"","",""
8,8-59,7,0.5,"","",""
8,8-59,8,0.5,"","",|
8,8-61,1,0.5,"",|#,""
8,8-61,2,1.5,..,"",|
8,8-61,3,0.5,"","",""
8,8-61,4,1.5,..,"",|
8,8-61,5,0.5,"","",""
8,8-61,6,0.5,"","",""
8,8-61,7,0.5,"","",""
8,8-61,8,0.5,"","",|
8,8-255,1,1.5,..,|#,""
8,8-255,2,0.5,"","",|
8,8-255,3,1,.,"",""
8,8-255,4,0.5,"","",""
8,8-255,5,0.5,"","",|
8,8-255,6,1,.,"",""
8,8-255,7,0.5,"","",""
8,8-255,8,0.5,"","",|
8,8-257,1,1,.,|#,""
8,8-257,2,1,.,"",|
8,8-257,3,1,.,"",""
8,8-257,4,0.5,"","",""
8,8-257,5,0.5,"","",|
8,8-257,6,1,.,"",""
8,8-257,7,0.5,"","",""
8,8-257,8,0.5,"","",|
8,8-259,1,0.5,"",|#,""
8,8-259,2,1.5,..,"",|
8,8-259,3,1,.,"",""
8,8-259,4,0.5,"","",""
8,8-259,5,0.5,"","",|
8,8-259,6,1,.,"",""
8,8-259,7,0.5,"","",""
8,8-259,8,0.5,"","",|
8,8-273,1,1.5,..,|#,""
8,8-273,2,0.5,"","",|
8,8-273,3,0.5,"","",""
8,8-273,4,1,.,"",""
8,8-273,5,0.5,"","",|
8,8-273,6,1,.,"",""
8,8-273,7,0.5,"","",""
8,8-273,8,0.5,"","",|
8,8-275,1,1,.,|#,""
8,8-275,2,1,.,"",|
8,8-275,3,0.5,"","",""
8,8-275,4,1,.,"",""
8,8-275,5,0.5,"","",|
8,8-275,6,1,.,"",""
8,8-275,7,0.5,"","",""
8,8-275,8,0.5,"","",|
8,8-277,1,0.5,"",|#,""
8,8-277,2,1.5,..,"",|
8,8-277,3,0.5,"","",""
8,8-277,4,1,.,"",""
8,8-277,5,0.5,"","",|
8,8-277,6,1,.,"",""
8,8-277,7,0.5,"","",""
8,8-277,8,0.5,"","",|
8,8-299,1,1,.,|#,""
8,8-299,2,0.5,"","",""
8,8-299,3,0.5,"","",|
8,8-299,4,1.5,..,"",""
8,8-299,5,0.5,"","",|
8,8-299,6,1,.,"",""
8,8-299,7,0.5,"","",""
8,8-299,8,0.5,"","",|
8,8-301,1,0.5,"",|#,""
8,8-301,2,1,.,"",""
8,8-301,3,0.5,"","",|
8,8-301,4,1.5,..,"",""
8,8-301,5,0.5,"","",|
8,8-301,6,1,.,"",""
8,8-301,7,0.5,"","",""
8,8-301,8,0.5,"","",|
8,8-307,1,0.5,"",|#,""
8,8-307,2,0.5,"","",""
8,8-307,3,1,.,"",|
8,8-307,4,1.5,..,"",""
8,8-307,5,0.5,"","",|
8,8-307,6,1,.,"",""
8,8-307,7,0.5,"","",""
8,8-307,8,0.5,"","",|
8,8-327,1,1.5,..,|#,""
8,8-327,2,0.5,"","",|
8,8-327,3,0.5,"","",""
8,8-327,4,0.5,"","",""
8,8-327,5,1,.,"",|
8,8-327,6,1,.,"",""
8,8-327,7,0.5,"","",""
8,8-327,8,0.5,"","",|
8,8-329,1,1,.,|#,""
8,8-329,2,1,.,"",|
8,8-329,3,0.5,"","",""
8,8-329,4,0.5,"","",""
8,8-329,5,1,.,"",|
8,8-329,6,1,.,"",""
8,8-329,7,0.5,"","",""
8,8-329,8,0.5,"","",|
8,8-331,1,0.5,"",|#,""
8,8-331,2,1.5,..,"",|
8,8-331,3,0.5,"","",""
8,8-331,4,0.5,"","",""
8,8-331,5,1,.,"",|
8,8-331,6,1,.,"",""
8,8-331,7,0.5,"","",""
8,8-331,8,0.5,"","",|
8,8-353,1,1,.,|#,""
8,8-353,2,0.5,"","",""
8,8-353,3,0.5,"","",|
8,8-353,4,1,.,"",""
8,8-353,5,1,.,"",|
8,8-353,6,1,.,"",""
8,8-353,7,0.5,"","",""
8,8-353,8,0.5,"","",|
8,8-355,1,0.5,"",|#,""
8,8-355,2,1,.,"",""
8,8-355,3,0.5,"","",|
8,8-355,4,1,.,"",""
8,8-355,5,1,.,"",|
8,8-355,6,1,.,"",""
8,8-355,7,0.5,"","",""
8,8-355,8,0.5,"","",|
8,8-361,1,0.5,"",|#,""
8,8-361,2,0.5,"","",""
8,8-361,3,1,.,"",|
8,8-361,4,1,.,"",""
8,8-361,5,1,.,"",|
8,8-361,6,1,.,"",""
8,8-361,7,0.5,"","",""
8,8-361,8,0.5,"","",|
8,8-407,1,1,.,|#,""
8,8-407,2,0.5,"","",""
8,8-407,3,0.5,"","",|
8,8-407,4,0.5,"","",""
8,8-407,5,1.5,..,"",|
8,8-407,6,1,.,"",""
8,8-407,7,0.5,"","",""
8,8-407,8,0.5,"","",|
8,8-409,1,0.5,"",|#,""
8,8-409,2,1,.,"",""
8,8-409,3,0.5,"","",|
8,8-409,4,0.5,"","",""
8,8-409,5,1.5,..,"",|
8,8-409,6,1,.,"",""
8,8-409,7,0.5,"","",""
8,8-409,8,0.5,"","",|
8,8-415,1,0.5,"",|#,""
8,8-415,2,0.5,"","",""
8,8-415,3,1,.,"",|
8,8-415,4,0.5,"","",""
8,8-415,5,1.5,..,"",|
8,8-415,6,1,.,"",""
8,8-415,7,0.5,"","",""
8,8-415,8,0.5,"","",|
8,8-741,1,1.5,..,|#,""
8,8-741,2,0.5,"","",|
8,8-741,3,1,.,"",""
8,8-741,4,0.5,"","",""
8,8-741,5,0.5,"","",|
8,8-741,6,0.5,"","",""
8,8-741,7,1,.,"",""
8,8-741,8,0.5,"","",|
8,8-743,1,1,.,|#,""
8,8-743,2,1,.,"",|
8,8-743,3,1,.,"",""
8,8-743,4,0.5,"","",""
8,8-743,5,0.5,"","",|
8,8-743,6,0.5,"","",""
8,8-743,7,1,.,"",""
8,8-743,8,0.5,"","",|
8,8-745,1,0.5,"",|#,""
8,8-745,2,1.5,..,"",|
8,8-745,3,1,.,"",""
8,8-745,4,0.5,"","",""
8,8-745,5,0.5,"","",|
8,8-745,6,0.5,"","",""
8,8-745,7,1,.,"",""
8,8-745,8,0.5,"","",|
8,8-759,1,1.5,..,|#,""
8,8-759,2,0.5,"","",|
8,8-759,3,0.5,"","",""
8,8-759,4,1,.,"",""
8,8-759,5,0.5,"","",|
8,8-759,6,0.5,"","",""
8,8-759,7,1,.,"",""
8,8-759,8,0.5,"","",|
8,8-761,1,1,.,|#,""
8,8-761,2,1,.,"",|
8,8-761,3,0.5,"","",""
8,8-761,4,1,.,"",""
8,8-761,5,0.5,"","",|
8,8-761,6,0.5,"","",""
8,8-761,7,1,.,"",""
8,8-761,8,0.5,"","",|
8,8-763,1,0.5,"",|#,""
8,8-763,2,1.5,..,"",|
8,8-763,3,0.5,"","",""
8,8-763,4,1,.,"",""
8,8-763,5,0.5,"","",|
8,8-763,6,0.5,"","",""
8,8-763,7,1,.,"",""
8,8-763,8,0.5,"","",|
8,8-785,1,1,.,|#,""
8,8-785,2,0.5,"","",""
8,8-785,3,0.5,"","",|
8,8-785,4,1.5,..,"",""
8,8-785,5,0.5,"","",|
8,8-785,6,0.5,"","",""
8,8-785,7,1,.,"",""
8,8-785,8,0.5,"","",|
8,8-787,1,0.5,"",|#,""
8,8-787,2,1,.,"",""
8,8-787,3,0.5,"","",|
8,8-787,4,1.5,..,"",""
8,8-787,5,0.5,"","",|
8,8-787,6,0.5,"","",""
8,8-787,7,1,.,"",""
8,8-787,8,0.5,"","",|
8,8-793,1,0.5,"",|#,""
8,8-793,2,0.5,"","",""
8,8-793,3,1,.,"",|
8,8-793,4,1.5,..,"",""
8,8-793,5,0.5,"","",|
8,8-793,6,0.5,"","",""
8,8-793,7,1,.,"",""
8,8-793,8,0.5,"","",|
8,8-813,1,1.5,..,|#,""
8,8-813,2,0.5,"","",|
8,8-813,3,0.5,"","",""
8,8-813,4,0.5,"","",""
8,8-813,5,1,.,"",|
8,8-813,6,0.5,"","",""
8,8-813,7,1,.,"",""
8,8-813,8,0.5,"","",|
8,8-815,1,1,.,|#,""
8,8-815,2,1,.,"",|
8,8-815,3,0.5,"","",""
8,8-815,4,0.5,"","",""
8,8-815,5,1,.,"",|
8,8-815,6,0.5,"","",""
8,8-815,7,1,.,"",""
8,8-815,8,0.5,"","",|
8,8-817,1,0.5,"",|#,""
8,8-817,2,1.5,..,"",|
8,8-817,3,0.5,"","",""
8,8-817,4,0.5,"","",""
8,8-817,5,1,.,"",|
8,8-817,6,0.5,"","",""
8,8-817,7,1,.,"",""
8,8-817,8,0.5,"","",|
8,8-839,1,1,.,|#,""
8,8-839,2,0.5,"","",""
8,8-839,3,0.5,"","",|
8,8-839,4,1,.,"",""
8,8-839,5,1,.,"",|
8,8-839,6,0.5,"","",""
8,8-839,7,1,.,"",""
8,8-839,8,0.5,"","",|
8,8-841,1,0.5,"",|#,""
8,8-841,2,1,.,"",""
8,8-841,3,0.5,"","",|
8,8-841,4,1,.,"",""
8,8-841,5,1,.,"",|
8,8-841,6,0.5,"","",""
8,8-841,7,1,.,"",""
8,8-841,8,0.5,"","",|
8,8-847,1,0.5,"",|#,""
8,8-847,2,0.5,"","",""
8,8-847,3,1,.,"",|
8,8-847,4,1,.,"",""
8,8-847,5,1,.,"",|
8,8-847,6,0.5,"","",""
8,8-847,7,1,.,"",""
8,8-847,8,0.5,"","",|
8,8-893,1,1,.,|#,""
8,8-893,2,0.5,"","",""
8,8-893,3,0.5,"","",|
8,8-893,4,0.5,"","",""
8,8-893,5,1.5,..,"",|
8,8-893,6,0.5,"","",""
8,8-893,7,1,.,"",""
8,8-893,8,0.5,"","",|
8,8-895,1,0.5,"",|#,""
8,8-895,2,1,.,"",""
8,8-895,3,0.5,"","",|
8,8-895,4,0.5,"","",""
8,8-895,5,1.5,..,"",|
8,8-895,6,0.5,"","",""
8,8-895,7,1,.,"",""
8,8-895,8,0.5,"","",|
8,8-901,1,0.5,"",|#,""
8,8-901,2,0.5,"","",""
8,8-901,3,1,.,"",|
8,8-901,4,0.5,"","",""
8,8-901,5,1.5,..,"",|
8,8-901,6,0.5,"","",""
8,8-901,7,1,.,"",""
8,8-901,8,0.5,"","",|
8,8-1461,1,1.5,..,|#,""
8,8-1461,2,0.5,"","",|
8,8-1461,3,0.5,"","",""
8,8-1461,4,0.5,"","",""
8,8-1461,5,0.5,"","",""
8,8-1461,6,0.5,"","",|
8,8-1461,7,1.5,..,"",""
8,8-1461,8,0.5,"","",|
8,8-1463,1,1,.,|#,""
8,8-1463,2,1,.,"",|
8,8-1463,3,0.5,"","",""
8,8-1463,4,0.5,"","",""
8,8-1463,5,0.5,"","",""
8,8-1463,6,0.5,"","",|
8,8-1463,7,1.5,..,"",""
8,8-1463,8,0.5,"","",|
8,8-1465,1,0.5,"",|#,""
8,8-1465,2,1.5,..,"",|
8,8-1465,3,0.5,"","",""
8,8-1465,4,0.5,"","",""
8,8-1465,5,0.5,"","",""
8,8-1465,6,0.5,"","",|
8,8-1465,7,1.5,..,"",""
8,8-1465,8,0.5,"","",|
8,8-1487,1,1,.,|#,""
8,8-1487,2,0.5,"","",""
8,8-1487,3,0.5,"","",|
8,8-1487,4,1,.,"",""
8,8-1487,5,0.5,"","",""
8,8-1487,6,0.5,"","",|
8,8-1487,7,1.5,..,"",""
8,8-1487,8,0.5,"","",|
8,8-1489,1,0.5,"",|#,""
8,8-1489,2,1,.,"",""
8,8-1489,3,0.5,"","",|
8,8-1489,4,1,.,"",""
8,8-1489,5,0.5,"","",""
8,8-1489,6,0.5,"","",|
8,8-1489,7,1.5,..,"",""
8,8-1489,8,0.5,"","",|
8,8-1495,1,0.5,"",|#,""
8,8-1495,2,0.5,"","",""
8,8-1495,3,1,.,"",|
8,8-1495,4,1,.,"",""
8,8-1495,5,0.5,"","",""
8,8-1495,6,0.5,"","",|
8,8-1495,7,1.5,..,"",""
8,8-1495,8,0.5,"","",|
8,8-1541,1,1,.,|#,""
8,8-1541,2,0.5,"","",""
8,8-1541,3,0.5,"","",|
8,8-1541,4,0.5,"","",""
8,8-1541,5,1,.,"",""
8,8-1541,6,0.5,"","",|
8,8-1541,7,1.5,..,"",""
8,8-1541,8,0.5,"","",|
8,8-1543,1,0.5,"",|#,""
8,8-1543,2,1,.,"",""
8,8-1543,3,0.5,"","",|
8,8-1543,4,0.5,"","",""
8,8-1543,5,1,.,"",""
8,8-1543,6,0.5,"","",|
8,8-1543,7,1.5,..,"",""
8,8-1543,8,0.5,"","",|
8,8-1549,1,0.5,"",|#,""
8,8-1549,2,0.5,"","",""
8,8-1549,3,1,.,"",|
8,8-1549,4,0.5,"","",""
8,8-1549,5,1,.,"",""
8,8-1549,6,0.5,"","",|
8,8-1549,7,1.5,..,"",""
8,8-1549,8,0.5,"","",|
8,8-1621,1,0.5,"",|#,""
8,8-1621,2,0.5,"","",""
8,8-1621,3,0.5,"","",""
8,8-1621,4,0.5,"","",|
8,8-1621,5,1.5,..,"",""
8,8-1621,6,0.5,"","",|
8,8-1621,7,1.5,..,"",""
8,8-1621,8,0.5,"","",|
8,8-1641,1,1.5,..,|#,""
8,8-1641,2,0.5,"","",|
8,8-1641,3,1.5,..,"",""
8,8-1641,4,0.5,"","",|
8,8-1641,5,1.5,..,"",""
8,8-1641,6,0.5,"","",|
8,8-1641,7,1.5,..,"",""
8,8-1641,8,0.5,"","",|
8,8-1643,1,1,.,|#,""
8,8-1643,2,1,.,"",|
8,8-1643,3,1.5,..,"",""
8,8-1643,4,0.5,"","",|
8,8-1643,5,1.5,..,"",""
8,8-1643,6,0.5,"","",|
8,8-1643,7,1.5,..,"",""
8,8-1643,8,0.5,"","",|
8,8-1645,1,0.5,"",|#,""
8,8-1645,2,1.5,..,"",|
8,8-1645,3,1.5,..,"",""
8,8-1645,4,0.5,"","",|
8,8-1645,5,1.5,..,"",""
8,8-1645,6,0.5,"","",|
8,8-1645,7,1.5,..,"",""
8,8-1645,8,0.5,"","",|
8,8-1659,1,1.5,..,|#,""
8,8-1659,2,0.5,"","",|
8,8-1659,3,1,.,"",""
8,8-1659,4,1,.,"",|
8,8-1659,5,1.5,..,"",""
8,8-1659,6,0.5,"","",|
8,8-1659,7,1.5,..,"",""
8,8-1659,8,0.5,"","",|
8,8-1661,1,1,.,|#,""
8,8-1661,2,1,.,"",|
8,8-1661,3,1,.,"",""
8,8-1661,4,1,.,"",|
8,8-1661,5,1.5,..,"",""
8,8-1661,6,0.5,"","",|
8,8-1661,7,1.5,..,"",""
8,8-1661,8,0.5,"","",|
8,8-1663,1,0.5,"",|#,""
8,8-1663,2,1.5,..,"",|
8,8-1663,3,1,.,"",""
8,8-1663,4,1,.,"",|
8,8-1663,5,1.5,..,"",""
8,8-1663,6,0.5,"","",|
8,8-1663,7,1.5,..,"",""
8,8-1663,8,0.5,"","",|
8,8-1677,1,1.5,..,|#,""
8,8-1677,2,0.5,"","",|
8,8-1677,3,0.5,"","",""
8,8-1677,4,1.5,..,"",|
8,8-1677,5,1.5,..,"",""
8,8-1677,6,0.5,"","",|
8,8-1677,7,1.5,..,"",""
8,8-1677,8,0.5,"","",|
8,8-1679,1,1,.,|#,""
8,8-1679,2,1,.,"",|
8,8-1679,3,0.5,"","",""
8,8-1679,4,1.5,..,"",|
8,8-1679,5,1.5,..,"",""
8,8-1679,6,0.5,"","",|
8,8-1679,7,1.5,..,"",""
8,8-1679,8,0.5,"","",|
8,8-1681,1,0.5,"",|#,""
8,8-1681,2,1.5,..,"",|
8,8-1681,3,0.5,"","",""
8,8-1681,4,1.5,..,"",|
8,8-1681,5,1.5,..,"",""
8,8-1681,6,0.5,"","",|
8,8-1681,7,1.5,..,"",""
8,8-1681,8,0.5,"","",|
8,8-1703,1,1,.,|#,""
8,8-1703,2,0.5,"","",""
8,8-1703,3,0.5,"","",|
8,8-1703,4,0.5,"","",""
8,8-1703,5,0.5,"","",""
8,8-1703,6,1,.,"",|
8,8-1703,7,1.5,..,"",""
8,8-1703,8,0.5,"","",|
8,8-1705,1,0.5,"",|#,""
8,8-1705,2,1,.,"",""
8,8-1705,3,0.5,"","",|
8,8-1705,4,0.5,"","",""
8,8-1705,5,0.5,"","",""
8,8-1705,6,1,.,"",|
8,8-1705,7,1.5,..,"",""
8,8-1705,8,0.5,"","",|
8,8-1711,1,0.5,"",|#,""
8,8-1711,2,0.5,"","",""
8,8-1711,3,1,.,"",|
8,8-1711,4,0.5,"","",""
8,8-1711,5,0.5,"","",""
8,8-1711,6,1,.,"",|
8,8-1711,7,1.5,..,"",""
8,8-1711,8,0.5,"","",|
8,8-1783,1,0.5,"",|#,""
8,8-1783,2,0.5,"","",""
8,8-1783,3,0.5,"","",""
8,8-1783,4,0.5,"","",|
8,8-1783,5,1,.,"",""
8,8-1783,6,1,.,"",|
8,8-1783,7,1.5,..,"",""
8,8-1783,8,0.5,"","",|
8,8-1803,1,1.5,..,|#,""
8,8-1803,2,0.5,"","",|
8,8-1803,3,1.5,..,"",""
8,8-1803,4,0.5,"","",|
8,8-1803,5,1,.,"",""
8,8-1803,6,1,.,"",|
8,8-1803,7,1.5,..,"",""
8,8-1803,8,0.5,"","",|
8,8-1805,1,1,.,|#,""
8,8-1805,2,1,.,"",|
8,8-1805,3,1.5,..,"",""
8,8-1805,4,0.5,"","",|
8,8-1805,5,1,.,"",""
8,8-1805,6,1,.,"",|
8,8-1805,7,1.5,..,"",""
8,8-1805,8,0.5,"","",|
8,8-1807,1,0.5,"",|#,""
8,8-1807,2,1.5,..,"",|
8,8-1807,3,1.5,..,"",""
8,8-1807,4,0.5,"","",|
8,8-1807,5,1,.,"",""
8,8-1807,6,1,.,"",|
8,8-1807,7,1.5,..,"",""
8,8-1807,8,0.5,"","",|
8,8-1821,1,1.5,..,|#,""
8,8-1821,2,0.5,"","",|
8,8-1821,3,1,.,"",""
8,8-1821,4,1,.,"",|
8,8-1821,5,1,.,"",""
8,8-1821,6,1,.,"",|
8,8-1821,7,1.5,..,"",""
8,8-1821,8,0.5,"","",|
8,8-1823,1,1,.,|#,""
8,8-1823,2,1,.,"",|
8,8-1823,3,1,.,"",""
8,8-1823,4,1,.,"",|
8,8-1823,5,1,.,"",""
8,8-1823,6,1,.,"",|
8,8-1823,7,1.5,..,"",""
8,8-1823,8,0.5,"","",|
8,8-1825,1,0.5,"",|#,""
8,8-1825,2,1.5,..,"",|
8,8-1825,3,1,.,"",""
8,8-1825,4,1,.,"",|
8,8-1825,5,1,.,"",""
8,8-1825,6,1,.,"",|
8,8-1825,7,1.5,..,"",""
8,8-1825,8,0.5,"","",|
8,8-1839,1,1.5,..,|#,""
8,8-1839,2,0.5,"","",|
